C0 C1 Cinter N sigmaAdd sigmaObs sigmaV sigmaX tpsInt rmseW
1.063985 1.352672 10.583021 1468.704059 1.284628 1.572195 0.317952 3.230571 28.856716 0.067265
0.84072 2.204374 6.500345 2372.13124 1.061587 0.361513 1.004207 11.095368 8.622625 0.113561
0.538783 1.521573 40.458597 1238.876583 0.264162 1.736158 0.71771 4.533272 18.651038 0.056409
2.204652 1.953528 11.898946 475.34781 0.6994 1.946069 0.115081 5.456915 22.803779 0.139066
2.329235 1.206013 54.273767 954.44778 0.824195 0.759022 0.069589 9.409959 5.315499 0.056132
1.39831 0.575945 57.975381 2012.817952 1.754496 1.026807 0.427962 1.899873 21.708446 0.09932
2.133792 2.263701 89.492165 645.752299 0.320587 0.968267 0.771269 1.709001 18.76183 0.058598
0.536877 0.20935 38.710814 2333.670929 2.009381 1.924294 0.58638 4.145839 14.633528 0.077862
0.331803 1.537488 23.695233 785.396252 0.963986 2.037418 0.582774 9.603279 29.353768 0.07016
2.251405 0.282455 18.893411 2374.471741 0.195503 0.286746 0.629098 2.84 28.866139 0.013803
2.225276 0.902526 21.432273 464.655514 2.099515 0.284969 1.076041 6.659033 8.189954 0.374995
0.666398 1.947414 98.98758 435.306021 0.298014 0.156715 0.752049 3.339864 11.20713 0.104667
2.151463 1.513825 85.811258 735.453339 0.769798 1.658639 1.073992 8.188135 14.568463 0.067706
2.233432 2.187702 27.166452 1767.184855 1.754747 0.432264 0.275059 2.22575 10.66397 0.196153
0.974941 2.015933 88.349545 2228.342761 1.344491 1.405749 1.045796 9.653322 17.550572 0.047383
2.136369 0.839683 70.147355 404.964509 1.194098 2.069322 0.372076 10.003953 20.279604 0.118169
0.619989 1.982974 55.035105 1097.516445 0.973183 1.902429 1.023949 4.972102 17.762914 0.061663
0.962895 0.342513 36.059245 1501.46541 1.356196 1.941522 0.238241 7.803738 15.964712 0.0639
2.099391 2.349973 64.993667 942.191692 0.192763 1.162193 0.621762 1.439419 9.970443 0.05433
0.97083 1.326331 16.094342 470.838818 0.112214 0.58306 0.083892 1.710108 18.55883 0.058605
2.257828 0.691509 64.70541 1367.325434 0.171676 0.609545 0.059734 0.378971 26.550667 0.029088
0.715118 1.896495 28.127326 1634.445199 0.260453 0.258242 0.674782 10.202587 26.549117 0.021904
1.995275 0.537186 24.388394 1013.192587 0.265745 0.807804 0.322806 8.993257 21.705925 0.034288
0.473257 0.013861 52.175366 2070.574317 1.068528 1.521471 0.959655 1.386557 11.970008 0.051057
1.152251 0.054085 72.678002 1761.34863 1.21068 0.565983 0.398251 6.349064 17.004 0.091603
2.193289 0.428109 43.54071 2449.936756 0.221175 0.183151 0.917955 2.683467 18.181428 0.014212
0.53232 1.370815 94.804527 880.613013 0.627544 1.826427 0.503635 0.436772 16.711864 0.173058
2.488107 1.060359 83.417245 563.417717 0.215383 1.869881 0.740701 10.809829 11.456074 0.075773
0.311569 0.732358 81.713481 915.460623 0.211059 1.595714 0.691304 2.328185 23.519182 0.07228
1.020833 1.483021 87.976746 2110.764487 0.854178 0.419597 0.387928 10.723089 13.937332 0.057102
1.340212 1.385857 20.423126 2129.025281 1.472868 0.884218 0.812276 8.56821 10.355542 0.093623
0.334209 0.351013 40.367582 666.972357 0.449281 0.435315 0.264498 10.135775 11.481796 0.043784
1.112076 2.48142 3.383012 739.854319 1.002699 0.982595 0.249141 5.139918 27.590767 0.281463
2.175441 2.039026 75.090952 470.884799 2.055053 0.625227 0.271526 2.852977 27.692606 0.444848
2.265154 0.879326 20.446923 2200.893978 1.89889 1.328409 1.011711 9.939224 23.55385 0.10625
0.898045 1.907672 96.17982 1477.672241 1.90645 1.315175 0.552436 4.604783 18.66477 0.158621
0.965017 2.1877 33.210662 2029.589846 0.157654 0.615388 0.74083 6.908613 23.385457 0.024822
1.81912 2.345201 62.815282 829.11353 0.169772 0.48965 0.56519 4.021085 13.000836 0.038424
2.383793 0.904304 86.769352 1589.281244 1.840866 1.750851 0.955213 8.088418 29.007422 0.093993
1.938556 1.712034 50.326007 1247.08159 1.249849 0.129882 0.582126 9.820253 20.242853 0.12672
0.908163 0.981442 17.832859 574.976352 1.70002 0.805084 0.357761 10.680736 8.723668 0.287595
1.746907 0.981617 32.064983 1461.834579 1.599211 1.164992 0.089123 9.384458 8.280412 0.100973
1.566797 1.096796 60.888794 405.623054 0.532018 0.608519 0.476614 5.436038 12.624041 0.062984
1.212684 0.932453 37.933254 495.755321 0.247582 0.191177 0.759008 10.49953 9.339651 0.03714
2.227721 1.68829 80.084908 1437.62974 2.009442 0.511217 0.639684 3.067876 8.362388 0.194174
1.222755 1.6908 74.138756 978.709213 0.668028 1.074465 0.658323 6.346578 16.306201 0.05245
1.688775 2.29382 77.158624 817.766399 0.255586 0.226771 0.159224 3.978842 10.57027 0.039218
2.062551 0.542217 91.205758 2387.331688 1.527986 0.455534 0.997843 4.282938 28.874051 0.103977
1.8949 0.496625 89.238534 1323.128829 0.610288 0.528164 0.373575 1.07669 15.187071 0.039417
1.677867 1.163553 24.172302 798.007546 1.564765 1.816221 0.869195 10.662499 29.968963 0.093328
2.304207 0.078264 29.791735 563.746128 0.21727 0.595829 0.1314 5.683706 25.684071 0.036604
1.198692 1.578426 93.782894 1126.746442 1.279712 0.193525 0.32305 6.182993 21.505 0.140892
1.113788 0.141098 79.401601 633.672347 0.441971 0.574956 0.816632 4.490062 15.452585 0.046092
0.348852 0.886129 63.175124 2279.80145 0.816707 0.533012 0.632253 2.794872 28.545781 0.080714
0.887871 2.312408 33.672693 1125.51905 1.502183 1.930902 0.33728 6.455542 24.528921 0.072613
1.711854 1.142716 88.411209 2096.89585 0.287355 0.688533 0.87519 3.291744 20.278316 0.025049
0.955552 1.100288 54.6314 1944.981996 1.48227 0.376457 0.049444 5.294841 17.171572 0.125667
2.428555 1.91926 81.998814 1524.386967 0.759265 0.819493 0.933572 7.535483 5.255261 0.037345
0.595295 1.593824 44.762529 1142.64222 1.806764 0.191418 0.841225 9.330512 17.681766 0.207575
0.435971 0.704544 90.7534 434.966377 0.864183 1.185911 0.167401 10.316163 14.310055 0.098138
2.245486 0.14352 97.183741 1931.331204 0.432304 0.290368 0.563604 2.661781 21.089628 0.028903
1.230605 0.554862 97.988882 1574.969077 1.63474 0.752922 0.097899 9.481611 14.955092 0.125167
0.569615 0.464035 72.086145 993.380754 0.866876 1.997367 0.640816 7.575902 17.260001 0.071135
2.42314 2.48056 86.214505 1677.502323 1.272018 0.438089 0.138688 8.993393 10.734438 0.100608
0.793541 1.225607 81.298338 579.953927 0.706261 0.563775 0.617354 4.440113 25.641636 0.123281
2.019906 1.776511 99.048722 2011.623156 1.123988 1.336614 1.053736 7.010286 23.576559 0.040578
2.103784 1.467422 58.482978 2017.091764 0.275466 0.993577 0.925882 3.965329 15.639327 0.03349
0.789463 0.680727 99.810433 1546.421846 1.811809 0.188911 0.973536 0.474191 5.436891 0.167522
1.178255 1.524249 88.993867 2159.636211 1.997923 1.25405 0.853058 8.790812 11.538548 0.113258
0.360574 0.745668 90.612762 2402.136776 1.216204 0.314384 0.086066 0.409579 16.907015 1.123
2.323069 1.06874 73.777388 524.2896 1.100243 0.101974 0.052072 5.426653 23.425694 0.159244
0.782945 1.666678 3.384201 1734.46182 0.389658 1.920839 0.398532 7.59342 8.868437 0.067756
1.329968 1.306127 44.021725 1641.702372 1.276647 0.97345 0.762992 4.880657 23.775452 0.072714
1.453082 0.226714 16.177158 2403.166071 1.471604 0.469215 0.605424 10.995102 24.835483 0.102799
2.369771 1.391163 6.32112 2003.573417 1.496206 1.827295 0.018417 0.476397 15.310324 0.082903
1.301216 1.451791 87.146262 1582.096107 1.890596 2.093553 0.264288 7.160042 25.765494 0.060266
0.664565 2.275112 57.18116 1755.392971 0.639727 1.950755 0.038099 0.138494 8.320548 0.091182
1.934429 1.221015 72.488473 2141.003748 0.882304 1.46407 0.69278 9.843183 22.986487 0.039017
1.531784 0.267564 55.837909 1419.467312 1.51477 1.335538 0.126295 10.960346 7.022334 0.097499
0.68246 0.227813 62.866819 2183.413235 2.047999 1.682906 0.145934 9.923609 15.213001 0.102629
1.135729 0.884339 60.364337 1833.298496 1.365897 0.381366 0.757508 1.074337 20.549098 0.132653
1.023307 2.434448 31.769866 1458.000186 0.663237 1.213986 0.94508 5.068802 13.570035 0.042921
2.263206 1.271574 73.518448 652.059295 0.772945 1.539397 0.070722 5.345383 22.768771 0.083621
1.851487 1.941814 37.353519 771.077668 1.546326 0.908013 0.768031 2.011791 10.241805 0.235635
2.29543 0.561063 66.877158 2063.386939 1.071466 1.023716 0.019592 8.81829 27.037602 0.053614
0.87741 1.653067 79.97007 418.445301 0.750464 0.757101 1.054353 2.963853 29.285015 0.236721
1.115851 2.171341 89.767253 1806.715243 0.164738 1.925955 0.317492 3.852469 21.512212 0.052719
1.00399 0.490751 14.37049 885.046558 1.587744 1.253367 0.543122 4.135282 13.603033 0.122343
0.880026 0.632726 70.634305 1249.413629 0.329649 0.276787 0.406047 6.630328 9.558574 0.026401
1.561751 1.706942 23.857673 575.59342 1.464678 1.749138 0.448717 3.083726 11.672502 0.108031
0.603834 1.098314 12.149398 537.279374 0.471776 2.009099 0.540416 7.408688 7.035217 0.100892
0.865141 0.638321 52.873645 1466.028535 1.44182 1.217684 0.396371 5.957516 9.727046 0.070538
1.501527 0.839211 48.507611 2196.356906 0.188135 1.855183 1.024951 9.666509 17.076874 0.045177
1.735304 0.543268 70.03746 1967.284759 0.233037 1.913226 0.887031 9.582812 18.265331 0.037404
0.320073 1.818201 29.257898 1560.529913 0.525159 1.282185 0.461459 3.471936 19.837137 0.0441
2.114173 1.241442 58.567747 1583.448298 1.274233 1.031209 0.491217 5.577997 29.068502 0.066344
1.321914 2.162154 71.975766 1927.014098 1.724819 1.531724 1.039956 1.286887 5.598178 0.118378
1.460814 1.96137 78.957797 2192.610455 1.651392 1.423824 0.303849 3.395983 29.773673 0.061145
0.588004 2.423259 81.478494 894.299318 0.191014 1.933976 0.943118 9.891502 21.403414 0.070411
2.372296 0.786347 56.194785 1594.117368 0.310856 0.753685 0.977214 5.30428 16.56147 0.027077
1.637279 1.5633 82.905628 595.841707 1.769191 1.584948 0.343853 1.413062 22.652207 0.177411
1.332585 0.829839 54.675649 1651.603836 0.307293 1.556616 0.863012 9.102014 15.509307 0.049274
1.170057 1.143419 38.263026 664.600113 0.428475 1.089761 0.400135 0.338423 7.29668 0.066004
0.496109 1.437747 29.636239 1584.573946 0.820271 0.863228 0.032017 0.751971 9.184853 0.136773
0.578979 2.179306 47.010331 925.718823 0.740343 0.411331 0.839952 1.395416 12.394446 0.189221
1.04206 1.148371 82.975564 1643.00865 1.78516 1.233367 0.89722 0.627232 14.444882 0.161191
1.061311 1.314272 39.394092 1715.720845 1.852718 0.685361 0.715965 7.493275 10.339313 0.155503
0.589128 1.621187 64.176192 2396.627856 1.433034 1.871688 0.254237 3.776437 16.043893 0.047867
0.426436 1.381649 81.042805 1823.989129 0.466872 1.463469 0.770548 2.433635 29.25899 0.046555
1.571736 0.915853 17.807328 1960.889287 1.886603 1.942893 0.128265 2.458938 21.802806 0.079808
1.557574 1.60197 27.548987 881.46586 0.312581 1.077958 0.6773 3.637829 15.865477 0.058194
1.114472 2.254008 34.954466 1232.008264 0.109788 0.684134 0.277981 9.094919 11.929159 0.036359
0.894601 1.910385 71.679562 1544.055489 0.882968 1.0526 0.678796 5.544374 28.082142 0.044151
1.034268 1.594034 67.201347 1639.285494 1.27346 1.418419 0.731571 9.074628 24.519084 0.046944
0.563829 0.974429 95.472568 2223.628455 1.94985 0.727171 0.334806 4.817851 14.230102 0.154908
1.733044 2.249797 3.867453 779.752734 0.48712 0.840613 0.841923 6.46143 17.186129 0.04742
0.549767 0.381162 61.179479 1641.22204 0.297067 1.676285 0.350419 6.532169 26.542035 0.060595
2.025242 2.435439 26.790572 498.736319 1.063359 1.777359 0.641457 5.759279 5.884318 0.100547
2.045139 1.118431 22.201266 2428.739757 0.684607 0.448498 0.975026 1.803076 13.612868 0.039299
0.67348 0.13304 41.906619 1940.010262 1.590234 0.205959 0.08766 7.21336 17.51282 0.126476
2.248999 2.437368 57.617958 1761.320672 2.065869 1.338535 0.436909 10.077785 25.220793 0.127162
0.595573 1.978397 87.392328 471.896186 2.074101 1.723679 0.239808 1.126784 18.248473 1.122513
0.334845 2.421132 32.713478 2410.622515 1.641289 0.928707 1.056697 1.062859 18.740212 0.28154
2.375137 0.803429 8.001149 1049.319712 1.533769 1.029507 0.878192 0.597396 14.18835 0.123116
1.81535 1.31514 9.872552 1609.279491 0.436554 0.117255 0.222484 2.659741 16.176593 0.049195
1.634651 1.461382 50.594575 891.979088 1.920044 0.628229 0.02076 10.377434 17.236694 0.219777
2.135402 2.039624 57.518529 2037.803726 1.125706 1.15887 0.602864 5.646612 6.084963 0.040703
1.358687 0.552049 36.069873 2348.093856 1.788995 1.983902 0.462755 9.500312 5.242442 0.065962
1.771879 1.317083 10.880067 939.601904 0.627422 1.36913 0.660828 0.81729 23.900994 0.075366
0.584234 1.992794 80.193038 2279.267312 0.816705 1.913645 0.580803 7.457972 24.358989 0.044814
0.343953 0.404344 89.881778 1826.52966 1.723355 2.098335 0.400662 5.787133 6.974489 0.055276
1.915164 0.333915 87.610501 623.330593 1.757416 0.332771 0.534117 7.686718 27.211737 0.23431
1.01064 1.154686 12.564098 970.070399 0.66302 0.773688 0.399671 7.378858 8.874297 0.047678
1.638958 2.367087 59.511101 2276.389943 1.392971 1.28926 0.186789 3.476699 12.272109 0.04925
2.178269 1.764987 56.400404 1625.126612 0.888019 0.832775 0.138661 2.437419 17.038374 0.041754
1.233202 1.588613 79.324466 453.497746 1.090382 0.922881 0.1743 6.849375 14.147588 0.123676
1.892297 0.833995 40.273795 450.344173 1.400116 1.003 0.463722 7.71722 11.644312 0.159774
1.687591 0.422942 28.12913 1535.395965 1.287593 1.512079 0.79954 9.884606 21.242441 0.067111
0.358244 1.244655 91.604225 2199.162291 2.061816 0.934144 0.323622 5.611667 13.779224 0.215241
1.305101 0.843029 30.85296 501.93912 2.064018 1.56858 0.58018 4.862389 6.708813 0.200395
2.114381 1.48326 38.646928 952.824154 1.356835 1.006186 0.167681 0.564341 15.317637 0.098412
1.801632 2.247696 89.36766 556.659827 1.033638 1.266879 0.869821 0.144185 15.706517 0.243701
1.621534 0.578232 28.633088 2024.978475 1.487214 0.631735 0.551559 2.870054 20.942985 0.100734
0.726878 0.85857 17.804958 815.260352 0.246266 0.166912 0.209606 9.681145 22.299735 0.036656
2.338716 1.203988 97.913988 710.440714 0.29328 1.785596 0.864935 1.251835 17.73439 0.074395
0.699414 1.988662 76.309719 2148.380939 1.600109 0.93215 0.543462 6.798437 12.78413 0.129601
2.12548 1.250318 9.304615 1225.861354 0.481958 1.537881 0.039352 4.325785 8.769747 0.084419
1.018614 1.858122 29.526423 1121.629399 0.132334 0.35225 1.090587 3.913216 19.616289 0.024778
0.330404 1.166568 16.276791 2341.855539 1.65076 1.750024 0.42598 0.854658 9.663567 0.193913
2.19257 0.916276 18.047215 2316.558966 1.967722 0.719419 0.469404 3.739081 13.017415 0.133512
2.225042 1.714449 39.059526 1068.529702 0.678204 1.651154 0.96996 6.138848 11.457929 0.064384
2.25399 1.488845 51.832116 2146.446522 1.99216 1.445912 0.532983 2.496982 15.279371 0.086331
0.539197 0.343519 80.80448 1795.761033 1.854293 0.874944 0.564766 5.850709 25.57888 0.129241
1.765634 0.640185 40.502901 763.368063 0.564476 1.036389 0.665359 10.660254 21.145416 0.048968
1.347577 1.907706 48.524205 990.745818 0.610859 2.05317 0.8758 9.262813 8.883202 0.071331
1.535601 0.460602 33.249443 656.258639 1.045555 1.891889 0.072936 9.181752 8.288674 0.087917
1.38577 0.620595 52.810481 727.060792 1.567769 1.805135 0.591015 4.317647 16.404654 0.101307
1.051373 2.121658 44.036447 928.204542 1.296425 1.362087 1.093093 0.959533 20.175303 0.209065
1.326031 0.996259 38.395228 955.390644 1.926532 0.926615 0.776346 10.392117 10.665394 0.189516
1.726355 1.305851 99.554452 2265.347314 1.351384 1.134954 0.369572 5.982005 29.69953 0.053127
0.59026 0.817183 85.814408 1100.171334 0.139747 1.543523 0.843675 2.956686 22.207643 0.05744
2.124011 0.066606 91.988155 1816.912296 1.981115 0.911939 0.175023 7.470963 8.160527 0.146364
2.499187 2.45372 9.937274 1751.291643 1.01555 1.387606 0.664055 2.871839 25.867919 0.056322
2.034478 0.252086 25.455381 1538.106171 0.161345 0.115158 0.943858 2.250245 22.460876 0.014946
2.324464 1.629814 30.019823 2345.510035 1.938959 0.357512 0.106222 4.501012 11.532423 0.150192
1.500128 2.091297 13.101691 1472.70688 0.915593 1.342865 0.831124 6.033441 17.811218 0.050688
1.768329 2.147453 18.118295 2470.298124 1.476893 0.545168 1.084044 9.984105 9.591935 0.107929
0.787728 1.890994 79.901774 1808.306693 1.41899 0.313551 0.022181 4.596828 6.62265 0.151936
2.113412 1.505933 90.453951 2487.121084 1.934047 1.726492 0.368114 5.045545 17.469994 0.062497
1.335768 2.235691 31.144853 2110.816461 1.90257 0.443486 0.043026 2.837158 15.248369 0.20575
1.917346 1.644959 59.083292 1317.225642 0.516567 0.147971 0.054156 0.684938 11.193875 0.067252
1.100985 2.241298 37.073424 588.890965 1.665268 2.026565 0.155405 5.990163 27.830372 0.112175
1.709356 0.30928 89.429398 2196.698388 0.943207 1.592126 0.839805 5.329716 9.731765 0.039562
2.491163 1.365319 35.848629 535.332154 0.76259 1.800367 0.808682 5.772553 10.604112 0.099416
1.381765 1.100306 75.759313 955.924352 0.771234 1.901319 0.081486 3.314834 21.528376 0.075553
1.794582 2.278488 86.167971 413.542837 0.458144 0.876525 0.665653 5.004416 12.77505 0.076954
1.186862 0.39134 63.142603 1910.648988 1.234326 1.897296 0.243596 7.002553 10.149863 0.052385
1.048849 0.406054 40.288217 1612.010465 1.070487 1.976127 0.763704 5.745989 17.271478 0.059062
0.56854 2.427339 72.548523 946.692735 0.793044 2.010812 0.712151 5.931201 6.137426 0.07214
2.081827 2.080483 69.856307 1836.245666 1.230953 1.035782 0.188473 5.460058 16.910232 0.054006
0.941539 1.595821 49.382522 1119.436244 0.276249 1.409218 1.043264 2.907759 23.968282 0.05476
2.040508 1.501334 96.954895 539.459463 1.638041 1.507361 0.349653 10.366194 26.746441 0.126008
2.4309 0.29415 90.069992 1180.358314 1.667526 0.111853 0.932932 4.707264 17.833475 0.162714
0.94899 1.635379 51.817309 1705.399992 1.506711 0.679176 0.2295 3.399044 18.279201 0.154972
2.383273 0.123067 30.657258 1980.127616 0.201865 0.625065 1.04013 4.008949 27.719979 0.018873
0.303867 0.648949 99.316119 569.798421 1.122047 2.066524 0.613515 8.387689 12.007316 0.098811
1.804799 1.719542 9.305563 1766.908889 1.880618 0.240241 1.059778 7.118749 26.344014 0.172284
1.112184 2.38474 76.634145 1705.64672 1.633222 1.210787 0.261134 7.714351 14.313064 0.09505
1.705306 0.477273 36.242465 999.993476 0.945826 1.271285 0.266273 5.269497 18.030675 0.062279
2.391429 2.078324 21.184815 1149.025983 1.217128 1.56501 0.822142 9.891417 14.183865 0.061704
1.788197 2.223916 11.288568 2313.456998 0.156547 0.672013 0.166329 0.719435 23.411976 0.030411
2.378407 0.588922 83.17665 1727.609987 1.215745 1.300452 0.938741 4.803075 28.405538 0.059738
1.972326 0.158183 51.884367 1975.243947 0.921449 0.451018 0.792248 8.818169 12.427944 0.066808
2.239226 2.389569 54.948302 2253.266717 1.58762 0.680581 0.131547 7.894082 15.551233 0.105988
0.674659 0.740536 78.979533 1259.987997 0.513876 0.30584 0.79071 0.397956 10.65338 0.077619
1.166962 0.591751 78.137557 2018.866935 1.448281 0.837843 0.137114 10.4656 5.8972 0.09119
0.358491 0.694476 41.964337 470.979575 1.727173 0.93512 0.465264 6.689892 12.713274 0.440172
0.771984 0.097342 16.873819 1052.780228 0.893334 1.38782 0.618727 6.639921 21.005441 0.057505
1.720287 1.552013 30.31128 2470.16054 0.493591 1.511855 0.986228 6.292139 22.554129 0.04492
1.975056 2.423001 85.502576 440.387386 0.629602 0.512254 1.075057 7.818087 26.593846 0.081405
1.771387 0.884038 67.59474 1853.925031 0.813622 1.21809 0.890666 2.34157 12.416521 0.040112
1.060534 2.132225 80.710867 2153.626633 1.99803 0.485355 0.604583 5.376816 9.295371 0.185881
2.371687 1.606199 72.858436 1276.227973 1.191625 0.666462 0.369802 10.752734 25.343759 0.095371
1.611548 2.043672 9.737068 2125.831452 0.72158 0.790244 0.754123 9.96481 11.348909 0.033529
2.487398 2.356995 5.600625 1133.333194 1.203246 1.236275 0.666317 0.256282 23.742012 0.098211
1.688825 1.580143 42.349413 2487.471251 1.992037 1.119769 0.355263 4.512992 21.384867 0.109723
1.915269 1.997844 56.990918 1567.146966 1.1405 1.614038 0.680145 0.283042 28.639755 0.052287
0.921008 1.224137 25.285759 1848.193343 0.278139 0.767068 0.445557 8.572875 29.583198 0.031852
0.352298 1.435756 88.451422 598.888127 1.63008 1.470017 0.342123 3.054541 15.991026 0.666178
0.46064 1.392495 59.20876 2328.073222 1.442398 2.03491 0.465522 3.634577 6.231095 0.049332
1.060368 1.567965 72.132965 1156.339639 1.8039 0.565432 0.152647 7.272785 22.515376 0.194088
2.131673 0.798091 17.425317 893.747899 0.724804 0.833899 0.64712 0.113322 13.68066 0.059742
1.111097 0.36043 76.746862 1880.977377 0.58479 1.92917 0.123599 5.845102 16.704951 0.050674
0.83163 1.469935 60.803737 1732.166085 1.453046 1.773636 0.648037 1.899368 18.045781 0.071731
0.871494 2.432494 72.898827 2445.144693 1.333474 1.780626 0.979128 10.601879 13.48241 0.041772
1.851988 1.389585 45.777502 909.441837 0.644939 1.502648 0.668174 6.650071 14.729835 0.069096
1.331991 0.8223 73.128468 958.521391 0.731166 1.55859 0.597745 5.545201 28.04578 0.063998
1.904863 0.72298 19.413737 1948.514178 1.21881 0.991746 0.438826 3.509708 16.02159 0.060656
1.942646 1.464578 34.727037 1572.926824 0.617331 1.527138 0.386848 10.28279 26.69284 0.056979
0.652976 0.86584 42.922715 2257.5864 1.841611 1.515284 0.814829 4.829943 27.253432 0.078317
2.062225 0.738143 97.374128 883.942646 1.112258 1.281475 0.163923 10.675611 28.871004 0.073069
2.113852 0.328364 8.167165 2221.097433 0.52048 0.796908 0.428018 7.956578 21.094864 0.026013
1.234273 2.292538 47.287835 2386.36633 1.873662 1.484863 0.157599 6.612893 17.501937 0.081803
2.419349 0.199291 55.721571 2139.692606 1.264524 0.69191 0.210014 8.626853 17.965696 0.081701
0.533625 0.533679 68.87124 1546.265288 1.561425 1.956785 0.905697 9.75824 14.693215 0.054837
2.445672 1.593118 43.792667 1075.363286 0.793868 1.961413 0.796481 4.186954 18.537713 0.073964
0.498704 0.802633 56.908126 2273.06903 0.820333 1.196499 0.822602 10.673456 6.978144 0.034415
0.731811 1.478586 8.729092 705.289605 1.084073 1.46811 0.653421 3.027819 5.960606 0.117844
0.556157 0.944351 21.804406 2305.928094 2.033845 1.293091 0.891416 0.027242 11.053212 0.240667
0.519527 0.289662 60.348162 1361.847661 0.506634 0.749603 0.720502 3.30261 9.978904 0.034375
0.979869 2.083962 61.445038 2395.215583 0.480134 1.168971 0.43453 4.716548 9.960228 0.036878
0.861164 0.154071 72.514008 905.764629 0.362117 1.976586 0.628358 5.404119 21.292946 0.059564
0.431985 1.706223 39.698282 2216.963471 1.348942 1.997666 0.425776 2.223444 6.763913 0.079456
0.590604 1.183302 12.829658 1101.356012 1.722823 1.730418 0.098889 5.609042 27.094691 0.116025
1.435455 1.008806 66.386449 1489.451164 0.367602 1.585823 0.568737 1.442162 14.745849 0.050872
1.053329 0.489891 65.670707 1024.52896 1.361001 0.91847 0.025499 5.812311 26.079084 0.104165
1.475598 0.982094 48.197229 1525.269145 1.567693 0.909043 0.609544 3.627075 11.652964 0.106882
1.234001 0.428726 49.856834 532.136837 1.448655 2.033446 0.847751 5.763261 18.833729 0.121246
1.077015 0.339604 59.094558 774.194557 1.584713 1.572232 0.733614 9.596158 5.333481 0.119055
0.516049 0.965293 84.022281 705.050384 1.028004 0.163677 0.544849 5.15426 20.54024 0.160268
1.863442 0.825591 84.748586 940.59798 0.777196 0.619262 0.950272 1.146291 28.727383 0.059035
0.722369 1.951769 28.804726 1648.080362 1.190107 0.787089 0.664342 2.170308 11.155635 0.21728
1.30619 2.12375 59.022547 596.138947 1.579389 1.318731 0.152238 8.419877 25.245779 0.136503
2.058776 1.008862 63.027578 1472.481412 0.992696 1.158437 0.187152 5.46384 5.712707 0.04691
2.361942 0.329234 21.918347 720.023936 1.332523 1.207728 0.624992 0.561413 6.639152 0.112184
0.710855 0.871095 26.080521 2177.215784 0.311726 0.390118 0.978267 2.433642 22.950377 0.019805
1.234662 1.09264 61.599764 1924.475014 1.004458 1.207598 0.522634 6.560319 22.481642 0.040945
1.763858 0.814088 42.717042 1782.613698 1.644119 0.198902 0.658783 2.399881 11.434054 0.136555
1.705128 0.507718 60.763537 2080.750448 1.277297 0.202019 0.78058 0.80521 9.268417 0.092615
1.971986 0.163311 30.530728 1811.264619 1.302564 1.504577 0.673775 6.79498 25.865915 0.065824
0.354584 1.431576 4.205354 2080.771513 0.365258 1.073447 0.938746 5.076242 6.368142 0.029585
1.096715 1.759765 72.744767 1995.41807 1.29002 0.8517 1.007331 3.608396 13.170254 0.07844
1.820877 0.169318 73.27601 1324.308596 1.942573 1.29624 0.211974 10.793742 18.936701 0.153595
1.835318 1.210741 17.99287 1972.798429 0.228001 0.425741 0.965068 9.649026 11.555701 0.017745
1.118012 0.571904 3.966511 2169.992401 0.605842 1.919882 0.427776 4.807069 23.233469 0.068964
2.305918 0.956856 90.028924 633.580966 1.599653 1.820248 0.408682 2.964136 14.981492 0.110971
0.535157 2.22637 80.904408 2384.853992 0.695251 1.789056 0.154905 5.713348 27.6341 0.04929
2.348586 1.936082 43.699591 569.14792 1.208029 1.139119 0.514672 11.090123 6.398396 0.093114
0.863566 2.069663 25.813122 570.275299 0.174666 0.388354 0.363351 7.360255 21.13669 0.037901
1.310757 1.759458 33.845244 1661.2012 1.863508 1.806238 0.521438 4.506784 27.309181 0.069963
1.642408 1.280618 84.149774 2351.987164 0.407852 1.905281 0.792388 9.627065 23.891525 0.043669
0.41506 0.511903 54.251284 658.596797 2.064782 1.247881 0.851044 9.003476 5.511523 0.225229
0.865841 2.141642 40.757417 2109.635852 0.559556 0.889313 0.608025 10.714143 8.182763 0.029975
2.045325 1.764334 91.424981 986.953275 1.000057 0.973179 0.705059 7.053173 27.486545 0.058983
0.357167 1.044396 10.418544 990.591469 1.019381 0.297262 0.573062 3.690733 18.626447 0.131954
1.625386 0.417691 55.455497 2306.719335 0.938108 1.797799 0.907229 3.134732 11.230128 0.044064
0.585781 0.325463 11.351303 1807.709787 0.751894 0.18035 0.195447 1.698316 26.778834 0.076796
0.345924 1.22243 86.593215 1751.903054 1.908755 0.134912 0.940679 8.540678 27.720008 0.168626
2.379736 0.462618 67.311762 499.191475 0.505029 0.273873 0.846922 7.001645 24.430651 0.070449
1.058045 1.032412 82.470792 1886.482753 0.720336 1.951687 0.529645 8.504503 13.724761 0.051816
2.295863 0.574624 61.77892 1676.243748 0.565991 1.47911 0.129531 7.144664 9.346174 0.039812
2.249939 1.812026 90.178597 1018.363606 1.098285 1.015831 0.569744 1.633575 28.998995 0.071686
0.99723 1.439043 28.790968 604.659651 0.769484 0.840101 0.649307 6.747176 25.688044 0.0659
2.234432 0.176178 23.66447 977.041634 0.581143 2.009509 0.53328 10.2391 20.073743 0.052326
0.604669 2.02915 57.530273 492.195162 0.471444 0.363794 0.970874 6.573263 28.257435 0.152331
